UTC Time,Tether 1 Length,Tether 2 Length,Tether 3 Length,X Apex,Y Apex,Z Apex,Tether 1 Force,Tether 2 Force,Tether 3 Force,Current State,Operation Mode,Sent Command,Response Time,Loadcell 1 Force,Loadcell 2 Force,Loadcell 3 Force,Force Error (lbf),Angle Error (deg),Raw Response,Tether Lengths Initialized
2025-04-16 20:34:03.460138+00:00,,,,,,,20.0,20.0,20.0,2,Manual,"2,20.00,20.00,20.00",,,,,,,motor(s) enabled,False
2025-04-16 20:34:03.469265+00:00,,,,,,,20.0,20.0,20.0,2,Manual,"2,20.00,20.00,20.00",,,,,,,Motors ramping,False
2025-04-16 20:34:19.525532+00:00,,,,,,,20.0,20.0,20.0,2,Manual,"2,20.00,20.00,20.00",,,,,,,Motors ramped to commanded torque,False
2025-04-16 20:34:37.309635+00:00,39.5,36.5,37.5,0.93,-0.08,-3.32,29.59,52.5,48.77,2,Initialization,"2,29.59,52.5,48.77",,,,,,,Motors ramping,True
2025-04-16 20:34:46.475513+00:00,39.5,36.5,37.5,0.93,-0.08,-3.32,29.59,52.5,48.77,2,Initialization,"2,29.59,52.5,48.77",,,,,,,Motors ramped to commanded torque,True
2025-04-16 20:35:11.779671+00:00,39.63,36.15,37.19,0.97,-0.09,-3.29,27.96,53.55,49.78,4,Automatic,"4,27.96,53.55,49.78",23.0,29.47,52.01,49.11,0.62,0.9,"23, 29.47, 52.01, 49.11",True
2025-04-16 20:35:11.819008+00:00,39.63,36.15,37.19,0.97,-0.09,-3.29,27.96,53.55,49.78,4,Automatic,"4,27.96,53.55,49.78",48.0,29.47,52.01,49.11,0.62,0.9,"48, 29.47, 52.01, 49.11",True
2025-04-16 20:35:11.845431+00:00,39.63,36.15,37.19,0.97,-0.09,-3.29,27.96,53.55,49.78,4,Automatic,"4,27.96,53.55,49.78",73.0,29.47,52.01,49.11,0.62,0.9,"73, 29.47, 52.01, 49.11",True
2025-04-16 20:35:11.870904+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.56,49.78,4,Automatic,"4,27.94,53.56,49.78",97.0,29.47,52.01,49.11,0.62,0.91,"97, 29.47, 52.01, 49.11",True
2025-04-16 20:35:11.899475+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",122.0,29.47,52.02,49.11,0.62,0.91,"122, 29.47, 52.02, 49.11",True
2025-04-16 20:35:11.936117+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",196.0,29.47,52.03,49.11,0.61,0.91,"196, 29.47, 52.03, 49.11",True
2025-04-16 20:35:12.010985+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",245.0,29.47,52.04,49.11,0.6,0.91,"245, 29.47, 52.04, 49.11",True
2025-04-16 20:35:12.063376+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",294.0,29.47,52.04,49.11,0.6,0.91,"294, 29.47, 52.04, 49.11",True
2025-04-16 20:35:12.099917+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",344.0,29.47,52.05,49.11,0.6,0.91,"344, 29.47, 52.05, 49.11",True
2025-04-16 20:35:12.163493+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",393.0,29.47,52.06,49.11,0.59,0.91,"393, 29.47, 52.06, 49.11",True
2025-04-16 20:35:12.209400+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",442.0,29.47,52.07,49.11,0.58,0.9,"442, 29.47, 52.07, 49.11",True
2025-04-16 20:35:12.250139+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",467.0,29.47,52.07,49.12,0.57,0.9,"467, 29.47, 52.07, 49.12",True
2025-04-16 20:35:12.273904+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",516.0,29.47,52.08,49.12,0.56,0.9,"516, 29.47, 52.08, 49.12",True
2025-04-16 20:35:12.317338+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",541.0,29.47,52.09,49.12,0.56,0.9,"541, 29.47, 52.09, 49.12",True
2025-04-16 20:35:12.343023+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",566.0,29.47,52.09,49.12,0.56,0.9,"566, 29.47, 52.09, 49.12",True
2025-04-16 20:35:12.365433+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",590.0,29.47,52.09,49.12,0.56,0.9,"590, 29.47, 52.09, 49.12",True
2025-04-16 20:35:12.393689+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",615.0,29.47,52.1,49.12,0.55,0.9,"615, 29.47, 52.10, 49.12",True
2025-04-16 20:35:12.420071+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",640.0,29.47,52.1,49.12,0.55,0.9,"640, 29.47, 52.10, 49.12",True
2025-04-16 20:35:12.445997+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",689.0,29.46,52.12,49.12,0.54,0.89,"689, 29.46, 52.12, 49.12",True
2025-04-16 20:35:12.489857+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",714.0,29.46,52.13,49.13,0.53,0.89,"714, 29.46, 52.13, 49.13",True
2025-04-16 20:35:12.518661+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",738.0,29.45,52.14,49.13,0.52,0.88,"738, 29.45, 52.14, 49.13",True
2025-04-16 20:35:12.542083+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",787.0,29.44,52.16,49.14,0.51,0.87,"787, 29.44, 52.16, 49.14",True
2025-04-16 20:35:12.587084+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.94,53.57,49.78,4,Automatic,"4,27.94,53.57,49.78",812.0,29.44,52.16,49.14,0.51,0.87,"812, 29.44, 52.16, 49.14",True
2025-04-16 20:35:12.613115+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.93,53.57,49.79,4,Automatic,"4,27.93,53.57,49.79",837.0,29.43,52.17,49.14,0.51,0.87,"837, 29.43, 52.17, 49.14",True
2025-04-16 20:35:12.652565+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.93,53.57,49.79,4,Automatic,"4,27.93,53.57,49.79",886.0,29.42,52.17,49.14,0.51,0.87,"886, 29.42, 52.17, 49.14",True
2025-04-16 20:35:12.686696+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.93,53.57,49.79,4,Automatic,"4,27.93,53.57,49.79",911.0,29.42,52.18,49.14,0.51,0.87,"911, 29.42, 52.18, 49.14",True
2025-04-16 20:35:12.713622+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.58,49.79,4,Automatic,"4,27.91,53.58,49.79",935.0,29.41,52.18,49.14,0.51,0.87,"935, 29.41, 52.18, 49.14",True
2025-04-16 20:35:12.740437+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.58,49.79,4,Automatic,"4,27.91,53.58,49.79",960.0,29.4,52.18,49.14,0.52,0.86,"960, 29.40, 52.18, 49.14",True
2025-04-16 20:35:12.764484+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.58,49.79,4,Automatic,"4,27.91,53.58,49.79",985.0,29.39,52.19,49.14,0.52,0.86,"985, 29.39, 52.19, 49.14",True
2025-04-16 20:35:12.795425+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.58,49.79,4,Automatic,"4,27.91,53.58,49.79",1034.0,29.39,52.19,49.13,0.53,0.86,"1034, 29.39, 52.19, 49.13",True
2025-04-16 20:35:12.836903+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.59,49.79,4,Automatic,"4,27.91,53.59,49.79",1059.0,29.38,52.2,49.13,0.53,0.85,"1059, 29.38, 52.20, 49.13",True
2025-04-16 20:35:12.864679+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.59,49.79,4,Automatic,"4,27.91,53.59,49.79",1083.0,29.38,52.2,49.13,0.53,0.86,"1083, 29.38, 52.20, 49.13",True
2025-04-16 20:35:12.886208+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.59,49.79,4,Automatic,"4,27.91,53.59,49.79",1108.0,29.37,52.21,49.13,0.53,0.85,"1108, 29.37, 52.21, 49.13",True
2025-04-16 20:35:12.914585+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.59,49.79,4,Automatic,"4,27.91,53.59,49.79",1157.0,29.36,52.22,49.13,0.53,0.85,"1157, 29.36, 52.22, 49.13",True
2025-04-16 20:35:12.958765+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.59,49.79,4,Automatic,"4,27.91,53.59,49.79",1182.0,29.36,52.22,49.13,0.53,0.85,"1182, 29.36, 52.22, 49.13",True
2025-04-16 20:35:12.989259+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.59,49.79,4,Automatic,"4,27.91,53.59,49.79",1207.0,29.35,52.22,49.13,0.54,0.84,"1207, 29.35, 52.22, 49.13",True
2025-04-16 20:35:13.010017+00:00,39.64,36.14,37.19,0.97,-0.09,-3.29,27.91,53.59,49.79,4,Automatic,"4,27.91,53.59,49.79",1256.0,29.35,52.23,49.13,0.53,0.84,"1256, 29.35, 52.23, 49.13",True
2025-04-16 20:35:13.056309+00:00,39.65,36.14,37.19,0.97,-0.09,-3.29,27.89,53.6,49.79,4,Automatic,"4,27.89,53.60,49.79",1281.0,29.35,52.23,49.12,0.53,0.85,"1281, 29.35, 52.23, 49.12",True
2025-04-16 20:35:13.089195+00:00,39.65,36.14,37.19,0.97,-0.09,-3.29,27.89,53.6,49.79,4,Automatic,"4,27.89,53.60,49.79",1305.0,29.35,52.23,49.12,0.53,0.85,"1305, 29.35, 52.23, 49.12",True
2025-04-16 20:35:13.121012+00:00,39.65,36.14,37.19,0.97,-0.09,-3.29,27.89,53.6,49.79,4,Automatic,"4,27.89,53.60,49.79",1354.0,29.34,52.22,49.11,0.56,0.84,"1354, 29.34, 52.22, 49.11",True
2025-04-16 20:35:13.161070+00:00,39.65,36.14,37.19,0.97,-0.09,-3.29,27.89,53.6,49.79,4,Automatic,"4,27.89,53.60,49.79",1404.0,29.34,52.21,49.1,0.57,0.85,"1404, 29.34, 52.21, 49.10",True
2025-04-16 20:35:13.201524+00:00,39.65,36.14,37.19,0.97,-0.09,-3.29,27.88,53.6,49.8,4,Automatic,"4,27.88,53.60,49.80",1428.0,29.34,52.21,49.09,0.58,0.85,"1428, 29.34, 52.21, 49.09",True
2025-04-16 20:35:13.223232+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.88,53.61,49.8,4,Automatic,"4,27.88,53.61,49.80",1453.0,29.33,52.2,49.08,0.6,0.85,"1453, 29.33, 52.20, 49.08",True
2025-04-16 20:35:13.250152+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.87,53.62,49.8,4,Automatic,"4,27.87,53.62,49.80",1478.0,29.33,52.19,49.08,0.61,0.86,"1478, 29.33, 52.19, 49.08",True
2025-04-16 20:35:13.273828+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.87,53.62,49.8,4,Automatic,"4,27.87,53.62,49.80",1502.0,29.33,52.18,49.07,0.63,0.86,"1502, 29.33, 52.18, 49.07",True
2025-04-16 20:35:13.304256+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.87,53.62,49.8,4,Automatic,"4,27.87,53.62,49.80",1527.0,29.33,52.17,49.05,0.65,0.86,"1527, 29.33, 52.17, 49.05",True
2025-04-16 20:35:13.332910+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1552.0,29.33,52.16,49.04,0.66,0.88,"1552, 29.33, 52.16, 49.04",True
2025-04-16 20:35:13.356580+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1576.0,29.33,52.15,49.03,0.68,0.88,"1576, 29.33, 52.15, 49.03",True
2025-04-16 20:35:13.399727+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1626.0,29.32,52.14,49.01,0.71,0.88,"1626, 29.32, 52.14, 49.01",True
2025-04-16 20:35:13.429056+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1650.0,29.31,52.13,49.0,0.73,0.87,"1650, 29.31, 52.13, 49.00",True
2025-04-16 20:35:13.456493+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1700.0,29.3,52.12,48.98,0.76,0.87,"1700, 29.30, 52.12, 48.98",True
2025-04-16 20:35:13.498002+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1724.0,29.3,52.12,48.96,0.78,0.87,"1724, 29.30, 52.12, 48.96",True
2025-04-16 20:35:13.530035+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1749.0,29.29,52.11,48.95,0.8,0.87,"1749, 29.29, 52.11, 48.95",True
2025-04-16 20:35:13.550980+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1774.0,29.29,52.1,48.94,0.82,0.87,"1774, 29.29, 52.10, 48.94",True
2025-04-16 20:35:13.579274+00:00,39.65,36.13,37.19,0.97,-0.09,-3.29,27.85,53.63,49.8,4,Automatic,"4,27.85,53.63,49.80",1798.0,29.29,52.08,48.92,0.85,0.88,"1798, 29.29, 52.08, 48.92",True
2025-04-16 20:35:13.602986+00:00,39.66,36.13,37.19,0.97,-0.09,-3.29,27.84,53.63,49.81,4,Automatic,"4,27.84,53.63,49.81",1823.0,29.29,52.06,48.89,0.88,0.89,"1823, 29.29, 52.06, 48.89",True
2025-04-16 20:35:13.625166+00:00,39.66,36.12,37.19,0.97,-0.09,-3.29,27.82,53.65,49.81,4,Automatic,"4,27.82,53.65,49.81",1848.0,29.3,52.05,48.86,0.91,0.91,"1848, 29.30, 52.05, 48.86",True
2025-04-16 20:35:13.665418+00:00,39.67,36.12,37.19,0.97,-0.09,-3.29,27.78,53.69,49.82,4,Automatic,"4,27.78,53.69,49.82",1897.0,29.3,52.02,48.8,0.98,0.93,"1897, 29.30, 52.02, 48.80",True
2025-04-16 20:35:13.696707+00:00,39.67,36.11,37.19,0.98,-0.09,-3.29,27.73,53.72,49.83,4,Automatic,"4,27.73,53.72,49.83",1921.0,29.3,52.0,48.76,1.03,0.97,"1921, 29.30, 52.00, 48.76",True
2025-04-16 20:35:13.723236+00:00,39.68,36.1,37.18,0.98,-0.09,-3.29,27.67,53.76,49.85,4,Automatic,"4,27.67,53.76,49.85",1946.0,29.29,51.99,48.71,1.09,1.0,"1946, 29.29, 51.99, 48.71",True
2025-04-16 20:35:13.752470+00:00,39.69,36.1,37.18,0.98,-0.09,-3.29,27.65,53.77,49.86,4,Automatic,"4,27.65,53.77,49.86",1971.0,29.29,51.98,48.67,1.13,1.01,"1971, 29.29, 51.98, 48.67",True
2025-04-16 20:35:13.772316+00:00,39.69,36.1,37.18,0.98,-0.09,-3.29,27.64,53.77,49.87,4,Automatic,"4,27.64,53.77,49.87",2020.0,29.26,51.97,48.59,1.22,1.01,"2020, 29.26, 51.97, 48.59",True
2025-04-16 20:35:13.821151+00:00,39.7,36.1,37.18,0.98,-0.09,-3.29,27.59,53.79,49.89,4,Automatic,"4,27.59,53.79,49.89",2045.0,29.23,51.96,48.54,1.28,1.02,"2045, 29.23, 51.96, 48.54",True
2025-04-16 20:35:13.849535+00:00,39.7,36.1,37.18,0.98,-0.09,-3.29,27.57,53.8,49.91,4,Automatic,"4,27.57,53.80,49.91",2069.0,29.19,51.95,48.49,1.36,1.02,"2069, 29.19, 51.95, 48.49",True
2025-04-16 20:35:13.878075+00:00,39.71,36.1,37.17,0.98,-0.09,-3.29,27.55,53.8,49.92,4,Automatic,"4,27.55,53.80,49.92",2094.0,29.15,51.94,48.43,1.44,1.02,"2094, 29.15, 51.94, 48.43",True
2025-04-16 20:35:13.900317+00:00,39.71,36.1,37.17,0.98,-0.09,-3.29,27.55,53.8,49.92,4,Automatic,"4,27.55,53.80,49.92",2143.0,29.05,51.91,48.32,1.62,0.99,"2143, 29.05, 51.91, 48.32",True
2025-04-16 20:35:13.941508+00:00,39.71,36.1,37.17,0.98,-0.09,-3.29,27.53,53.8,49.93,4,Automatic,"4,27.53,53.80,49.93",2168.0,29.0,51.9,48.27,1.7,0.99,"2168, 29.00, 51.90, 48.27",True
2025-04-16 20:35:13.970972+00:00,39.71,36.1,37.17,0.98,-0.09,-3.29,27.53,53.8,49.93,4,Automatic,"4,27.53,53.80,49.93",2193.0,28.94,51.88,48.2,1.81,0.97,"2193, 28.94, 51.88, 48.20",True
2025-04-16 20:35:13.999293+00:00,39.71,36.1,37.17,0.98,-0.09,-3.29,27.53,53.8,49.93,4,Automatic,"4,27.53,53.80,49.93",2217.0,28.88,51.86,48.13,1.93,0.96,"2217, 28.88, 51.86, 48.13",True
2025-04-16 20:35:14.018902+00:00,39.71,36.09,37.17,0.98,-0.09,-3.29,27.52,53.82,49.94,4,Automatic,"4,27.52,53.82,49.94",2242.0,28.81,51.84,48.06,2.05,0.95,"2242, 28.81, 51.84, 48.06",True
2025-04-16 20:35:14.045716+00:00,39.71,36.09,37.17,0.98,-0.09,-3.29,27.51,53.81,49.95,4,Automatic,"4,27.51,53.81,49.95",2267.0,28.73,51.82,48.0,2.17,0.93,"2267, 28.73, 51.82, 48.00",True
2025-04-16 20:35:14.073625+00:00,39.71,36.09,37.17,0.98,-0.09,-3.29,27.51,53.81,49.95,4,Automatic,"4,27.51,53.81,49.95",2316.0,28.55,51.79,47.86,2.43,0.88,"2316, 28.55, 51.79, 47.86",True
2025-04-16 20:35:14.113693+00:00,39.71,36.09,37.17,0.98,-0.09,-3.29,27.51,53.81,49.95,4,Automatic,"4,27.51,53.81,49.95",2341.0,28.45,51.78,47.8,2.55,0.84,"2341, 28.45, 51.78, 47.80",True
2025-04-16 20:35:14.143490+00:00,39.71,36.09,37.17,0.98,-0.09,-3.29,27.51,53.81,49.95,4,Automatic,"4,27.51,53.81,49.95",2365.0,28.36,51.77,47.74,2.67,0.82,"2365, 28.36, 51.77, 47.74",True
2025-04-16 20:35:14.170763+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.81,49.96,4,Automatic,"4,27.51,53.81,49.96",2390.0,28.28,51.75,47.68,2.79,0.8,"2390, 28.28, 51.75, 47.68",True
2025-04-16 20:35:14.192586+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.81,49.96,4,Automatic,"4,27.51,53.81,49.96",2414.0,28.19,51.74,47.63,2.9,0.77,"2414, 28.19, 51.74, 47.63",True
2025-04-16 20:35:14.219235+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.81,49.96,4,Automatic,"4,27.51,53.81,49.96",2464.0,28.01,51.72,47.53,3.13,0.72,"2464, 28.01, 51.72, 47.53",True
2025-04-16 20:35:14.263462+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.81,49.96,4,Automatic,"4,27.51,53.81,49.96",2488.0,27.92,51.72,47.49,3.22,0.69,"2488, 27.92, 51.72, 47.49",True
2025-04-16 20:35:14.292142+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.81,49.96,4,Automatic,"4,27.51,53.81,49.96",2513.0,27.83,51.72,47.46,3.31,0.66,"2513, 27.83, 51.72, 47.46",True
2025-04-16 20:35:14.315073+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.5,53.82,49.95,4,Automatic,"4,27.50,53.82,49.95",2538.0,27.75,51.72,47.42,3.4,0.64,"2538, 27.75, 51.72, 47.42",True
2025-04-16 20:35:14.339961+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.5,53.82,49.95,4,Automatic,"4,27.50,53.82,49.95",2562.0,27.68,51.72,47.39,3.47,0.62,"2562, 27.68, 51.72, 47.39",True
2025-04-16 20:35:14.368913+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.5,53.82,49.96,4,Automatic,"4,27.50,53.82,49.96",2612.0,27.56,51.73,47.35,3.58,0.59,"2612, 27.56, 51.73, 47.35",True
2025-04-16 20:35:14.408777+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.82,49.97,4,Automatic,"4,27.49,53.82,49.97",2636.0,27.5,51.74,47.35,3.62,0.57,"2636, 27.50, 51.74, 47.35",True
2025-04-16 20:35:14.442273+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.82,49.97,4,Automatic,"4,27.49,53.82,49.97",2661.0,27.45,51.75,47.34,3.66,0.56,"2661, 27.45, 51.75, 47.34",True
2025-04-16 20:35:14.468095+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.82,49.97,4,Automatic,"4,27.49,53.82,49.97",2686.0,27.39,51.76,47.34,3.69,0.54,"2686, 27.39, 51.76, 47.34",True
2025-04-16 20:35:14.488792+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.82,49.97,4,Automatic,"4,27.49,53.82,49.97",2710.0,27.34,51.77,47.35,3.71,0.52,"2710, 27.34, 51.77, 47.35",True
2025-04-16 20:35:14.513010+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.82,49.97,4,Automatic,"4,27.49,53.82,49.97",2735.0,27.28,51.79,47.35,3.74,0.5,"2735, 27.28, 51.79, 47.35",True
2025-04-16 20:35:14.544702+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.82,49.97,4,Automatic,"4,27.49,53.82,49.97",2760.0,27.22,51.8,47.36,3.77,0.47,"2760, 27.22, 51.80, 47.36",True
2025-04-16 20:35:14.568607+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",2809.0,27.1,51.83,47.37,3.82,0.44,"2809, 27.10, 51.83, 47.37",True
2025-04-16 20:35:14.610234+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",2834.0,27.04,51.84,47.38,3.85,0.41,"2834, 27.04, 51.84, 47.38",True
2025-04-16 20:35:14.643000+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",2858.0,26.99,51.86,47.39,3.86,0.4,"2858, 26.99, 51.86, 47.39",True
2025-04-16 20:35:14.665687+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",2907.0,26.85,51.9,47.41,3.92,0.36,"2907, 26.85, 51.90, 47.41",True
2025-04-16 20:35:14.708734+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",2932.0,26.78,51.92,47.43,3.94,0.34,"2932, 26.78, 51.92, 47.43",True
2025-04-16 20:35:14.736542+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",2957.0,26.69,51.95,47.45,3.96,0.32,"2957, 26.69, 51.95, 47.45",True
2025-04-16 20:35:14.761775+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",2981.0,26.59,51.98,47.48,3.99,0.3,"2981, 26.59, 51.98, 47.48",True
2025-04-16 20:35:14.785627+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",3006.0,26.49,52.01,47.51,4.01,0.29,"3006, 26.49, 52.01, 47.51",True
2025-04-16 20:35:14.810671+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",3031.0,26.39,52.04,47.53,4.05,0.29,"3031, 26.39, 52.04, 47.53",True
2025-04-16 20:35:14.832198+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",3055.0,26.3,52.07,47.55,4.07,0.3,"3055, 26.30, 52.07, 47.55",True
2025-04-16 20:35:14.860737+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.49,53.83,49.97,4,Automatic,"4,27.49,53.83,49.97",3080.0,26.22,52.1,47.57,4.09,0.31,"3080, 26.22, 52.10, 47.57",True
2025-04-16 20:35:14.885047+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.5,53.82,49.96,4,Automatic,"4,27.50,53.82,49.96",3105.0,26.17,52.13,47.6,4.08,0.32,"3105, 26.17, 52.13, 47.60",True
2025-04-16 20:35:14.910622+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.82,49.96,4,Automatic,"4,27.51,53.82,49.96",3129.0,26.13,52.17,47.62,4.06,0.34,"3129, 26.13, 52.17, 47.62",True
2025-04-16 20:35:14.933316+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.82,49.96,4,Automatic,"4,27.51,53.82,49.96",3154.0,26.1,52.2,47.64,4.04,0.35,"3154, 26.10, 52.20, 47.64",True
2025-04-16 20:35:14.959742+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.82,49.96,4,Automatic,"4,27.51,53.82,49.96",3179.0,26.07,52.23,47.66,4.03,0.36,"3179, 26.07, 52.23, 47.66",True
2025-04-16 20:35:14.988921+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.82,49.96,4,Automatic,"4,27.51,53.82,49.96",3228.0,26.02,52.29,47.71,3.98,0.38,"3228, 26.02, 52.29, 47.71",True
2025-04-16 20:35:15.032093+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.82,49.96,4,Automatic,"4,27.51,53.82,49.96",3253.0,26.01,52.32,47.72,3.95,0.39,"3253, 26.01, 52.32, 47.72",True
2025-04-16 20:35:15.051829+00:00,39.71,36.09,37.16,0.98,-0.09,-3.29,27.51,53.82,49.96,4,Automatic,"4,27.51,53.82,49.96",3277.0,26.0,52.35,47.74,3.92,0.4,"3277, 26.00, 52.35, 47.74",True
